doi,k,T,c,salt,c units,solvent ratio type,EC,PC,DMC,EMC,DEC,DME,DMSO,AN,MOEMC,TFP,EA,MA,FEC,DOL,2-MeTHF,DMM,Freon 11,Methylene chloride,THF,Toluene,Sulfolane,2-Glyme,3-Glyme,4-Glyme,3-Me-2-Oxazolidinone,3-MeSulfolane,Ethyldiglyme,DMF,Ethylbenzene,Ethylmonoglyme,Benzene,g-Butyrolactone,Cumene,Propylsulfone,Pseudocumeme,TEOS,m-Xylene,o-Xylene
10.1007/s10008-002-0300-9,0.160642894,333.2350339,1,LiPF6,mol/kg,w,0.33,0,0.33,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1007/s10008-002-0300-9,0.150856146,322.7649243,1,LiPF6,mol/kg,w,0.33,0,0.33,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1007/s10008-002-0300-9,0.14166563,313.8017217,1,LiPF6,mol/kg,w,0.33,0,0.33,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1007/s10008-002-0300-9,0.13227699,303.681806,1,LiPF6,mol/kg,w,0.33,0,0.33,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1007/s10008-002-0300-9,0.119347689,293.0497925,1,LiPF6,mol/kg,w,0.33,0,0.33,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1007/s10008-002-0300-9,0.110171803,283.4922228,1,LiPF6,mol/kg,w,0.33,0,0.33,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1007/s10008-002-0300-9,0.098273586,273.5415154,1,LiPF6,mol/kg,w,0.33,0,0.33,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1007/s10008-002-0300-9,0.0856794,263.3418784,1,LiPF6,mol/kg,w,0.33,0,0.33,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1007/s10008-002-0300-9,0.072181505,253.3064335,1,LiPF6,mol/kg,w,0.33,0,0.33,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1007/s10008-002-0300-9,0.058092757,243.4820082,1,LiPF6,mol/kg,w,0.33,0,0.33,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1007/s10008-002-0300-9,0.043159309,233.6641853,1,LiPF6,mol/kg,w,0.33,0,0.33,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1007/s10008-002-0300-9,0.030807411,223.4968354,1,LiPF6,mol/kg,w,0.33,0,0.33,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1007/s10008-002-0300-9,0.092815386,332.7444052,1,LiBF4,mol/kg,w,0.33,0,0.33,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1007/s10008-002-0300-9,0.089687079,322.7649243,1,LiBF4,mol/kg,w,0.33,0,0.33,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1007/s10008-002-0300-9,0.085191199,313.3666112,1,LiBF4,mol/kg,w,0.33,0,0.33,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1007/s10008-002-0300-9,0.082791608,303.681806,1,LiBF4,mol/kg,w,0.33,0,0.33,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1007/s10008-002-0300-9,0.077747746,293.0497925,1,LiBF4,mol/kg,w,0.33,0,0.33,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1007/s10008-002-0300-9,0.072595152,283.4922228,1,LiBF4,mol/kg,w,0.33,0,0.33,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1007/s10008-002-0300-9,0.065126186,273.2108317,1,LiBF4,mol/kg,w,0.33,0,0.33,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1007/s10008-002-0300-9,0.056779983,263.3418784,1,LiBF4,mol/kg,w,0.33,0,0.33,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1007/s10008-002-0300-9,0.045697381,253.3064335,1,LiBF4,mol/kg,w,0.33,0,0.33,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1007/s10008-002-0300-9,0.036360011,243.7446074,1,LiBF4,mol/kg,w,0.33,0,0.33,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1007/s10008-002-0300-9,0.025367519,233.4228465,1,LiBF4,mol/kg,w,0.33,0,0.33,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.electacta.2008.04.023,4.534450652,298.15,0.201931519,LiPF6,mol/l,w,0.3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.electacta.2008.04.023,7.802607076,298.15,0.498683055,LiPF6,mol/l,w,0.3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.electacta.2008.04.023,9.348230912,298.15,0.798946444,LiPF6,mol/l,w,0.3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.electacta.2008.04.023,9.506517691,298.15,1.000877963,LiPF6,mol/l,w,0.3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.electacta.2008.04.023,9.217877095,298.15,1.201053556,LiPF6,mol/l,w,0.3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.electacta.2008.04.023,7.774674115,298.15,1.599648815,LiPF6,mol/l,w,0.3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.electacta.2008.04.023,5.931098696,298.15,1.998244074,LiPF6,mol/l,w,0.3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.electacta.2008.04.023,5.158286778,298.15,2.200175593,LiPF6,mol/l,w,0.3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2010.12.040,15.58303956,332.5420421,1,LiFSI,mol/l,v,0.3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2010.12.040,13.92880901,322.5244073,1,LiFSI,mol/l,v,0.3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2010.12.040,12.2868877,312.7431776,1,LiFSI,mol/l,v,0.3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2010.12.040,10.69635701,302.7131199,1,LiFSI,mol/l,v,0.3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2010.12.040,9.009384647,292.8494972,1,LiFSI,mol/l,v,0.3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2010.12.040,7.439667245,282.8897228,1,LiFSI,mol/l,v,0.3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2010.12.040,5.943977157,273.0531347,1,LiFSI,mol/l,v,0.3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2010.12.040,4.534527977,263.0106197,1,LiFSI,mol/l,v,0.3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2010.12.040,3.346973534,253.2231362,1,LiFSI,mol/l,v,0.3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2010.12.040,12.3682667,332.6084723,1,LiFSI,mol/l,v,0.3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2010.12.040,10.9825629,322.7762915,1,LiFSI,mol/l,v,0.3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2010.12.040,9.624200289,312.8052904,1,LiFSI,mol/l,v,0.3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2010.12.040,8.268462264,302.7744584,1,LiFSI,mol/l,v,0.3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2010.12.040,7.638732831,297.7574305,1,LiFSI,mol/l,v,0.3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2010.12.040,6.964404506,292.9069031,1,LiFSI,mol/l,v,0.3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2010.12.040,5.675556682,282.9460375,1,LiFSI,mol/l,v,0.3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2010.12.040,4.504692324,272.9725552,1,LiFSI,mol/l,v,0.3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2010.12.040,3.391455968,263.0628597,1,LiFSI,mol/l,v,0.3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2010.12.040,2.406050072,253.1626323,1,LiFSI,mol/l,v,0.3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2010.12.040,15.68624976,332.5401445,1,LiPF6,mol/l,v,0.3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2010.12.040,13.83716218,322.7137304,1,LiPF6,mol/l,v,0.3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2010.12.040,12.04594933,312.5720753,1,LiPF6,mol/l,v,0.3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2010.12.040,10.21332669,302.7241275,1,LiPF6,mol/l,v,0.3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2010.12.040,9.373393367,297.8700566,1,LiPF6,mol/l,v,0.3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2010.12.040,8.545933527,292.706816,1,LiPF6,mol/l,v,0.3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2010.12.040,6.873059177,282.9062028,1,LiPF6,mol/l,v,0.3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2010.12.040,5.348178506,272.939314,1,LiPF6,mol/l,v,0.3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2010.12.040,4,263.0331754,1,LiPF6,mol/l,v,0.3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2010.12.040,2.76382576,253.1395384,1,LiPF6,mol/l,v,0.3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2010.12.040,6.103022078,332.8117237,1,LiBF4,mol/l,v,0.3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2010.12.040,5.419257645,322.9677005,1,LiBF4,mol/l,v,0.3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2010.12.040,4.748984501,312.985053,1,LiBF4,mol/l,v,0.3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2010.12.040,4.080006438,302.9428736,1,LiBF4,mol/l,v,0.3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2010.12.040,3.719833623,298.0833662,1,LiBF4,mol/l,v,0.3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2010.12.040,3.436529588,293.0645169,1,LiBF4,mol/l,v,0.3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2010.12.040,2.856573625,283.0889854,1,LiBF4,mol/l,v,0.3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2010.12.040,2.29739671,273.103041,1,LiBF4,mol/l,v,0.3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2010.12.040,1.764240962,263.1804756,1,LiBF4,mol/l,v,0.3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2010.12.040,1.293633165,253.3816835,1,LiBF4,mol/l,v,0.3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2010.12.040,10.48660798,332.6559387,1,LiBF4,mol/l,v,0.3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2010.12.040,9.311719622,322.8209929,1,LiBF4,mol/l,v,0.3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2010.12.040,8.052985912,312.8506316,1,LiBF4,mol/l,v,0.3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2010.12.040,6.827836782,302.8200851,1,LiBF4,mol/l,v,0.3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2010.12.040,6.266322617,297.9629611,1,LiBF4,mol/l,v,0.3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2010.12.040,5.75098679,292.9496041,1,LiBF4,mol/l,v,0.3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2010.12.040,4.717737796,283.1288716,1,LiBF4,mol/l,v,0.3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2010.12.040,3.695358381,273.0109204,1,LiBF4,mol/l,v,0.3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2010.12.040,2.800557959,263.2220822,1,LiBF4,mol/l,v,0.3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2010.12.040,1.973767943,253.1956308,1,LiBF4,mol/l,v,0.3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2011.06.030,2.120059529,253.4239726,1,LiTDI,mol/l,w,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2011.06.030,2.609603846,258.3554795,1,LiTDI,mol/l,w,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2011.06.030,3.156275205,263.2869863,1,LiTDI,mol/l,w,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2011.06.030,3.751015812,268.2184932,1,LiTDI,mol/l,w,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2011.06.030,4.354663438,273.15,1,LiTDI,mol/l,w,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2011.06.030,4.967456203,278.0815068,1,LiTDI,mol/l,w,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2011.06.030,5.633862438,283.15,1,LiTDI,mol/l,w,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2011.06.030,6.204877237,288.0815068,1,LiTDI,mol/l,w,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2011.06.030,6.914237829,293.0130137,1,LiTDI,mol/l,w,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2011.06.030,7.615023865,297.9445205,1,LiTDI,mol/l,w,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2011.06.030,8.338558189,303.0130137,1,LiTDI,mol/l,w,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2011.06.030,9.822780951,312.8760274,1,LiTDI,mol/l,w,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2011.06.030,10.50632909,317.8075342,1,LiTDI,mol/l,w,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2011.06.030,1.842205473,253.4239726,1,LiPDI,mol/l,w,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2011.06.030,2.307946131,258.4924658,1,LiPDI,mol/l,w,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2011.06.030,2.824068913,263.2869863,1,LiPDI,mol/l,w,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2011.06.030,3.336623765,268.2184932,1,LiPDI,mol/l,w,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2011.06.030,3.85097639,273.15,1,LiPDI,mol/l,w,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2011.06.030,4.471069072,278.2184932,1,LiPDI,mol/l,w,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2011.06.030,5.070476194,283.15,1,LiPDI,mol/l,w,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2011.06.030,5.683317927,288.0815068,1,LiPDI,mol/l,w,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2011.06.030,6.370741414,293.15,1,LiPDI,mol/l,w,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2011.06.030,7.098494906,297.9445205,1,LiPDI,mol/l,w,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2011.06.030,7.863851661,302.8760274,1,LiPDI,mol/l,w,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2011.06.030,9.264321784,312.8760274,1,LiPDI,mol/l,w,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2011.06.030,9.967978163,317.9445205,1,LiPDI,mol/l,w,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2011.06.030,3.307854125,253.4239726,1,LiPF6,mol/l,w,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.1016/j.jpowsour.2011.06.030,4.071672861,258.3554795,1,LiPF6,mol/l,w,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
